restaurant_id,date,ingredient_id,ingredient_name,shelf_life_days,supplier_lead_time_days,projected_usage_qty,order_qty,waste_qty,stockout_risk
R002,2025-03-26,ING004,Onion,5,7,3.76,7.2,1.32,0.158
R002,2025-03-26,ING005,Tomato,4,5,1.08,4.41,0.42,0.221
R002,2025-03-26,ING006,Oil,20,30,4.02,5.71,0.64,0.209
R002,2025-03-26,ING007,Flour,10,15,2.05,3.94,0.97,0.383
R002,2025-03-26,ING008,Bread,8,4,2.3,2.82,0.81,0.224
R002,2025-03-26,ING009,Lettuce,2,3,1.02,1.28,0.0,0.369
R002,2025-03-26,ING010,Cheese,4,5,2.63,5.73,1.2,0.361
R002,2025-03-27,ING001,Rice,12,3,1.74,3.65,0.5,0.322
R002,2025-03-27,ING002,Chicken,2,2,2.29,5.39,0.9,0.299
R002,2025-03-27,ING003,Paneer,3,4,0.71,2.41,0.69,0.382
R002,2025-03-27,ING004,Onion,5,7,1.43,4.23,0.43,0.261
R002,2025-03-27,ING005,Tomato,4,5,1.16,3.95,0.78,0.394
R002,2025-03-27,ING006,Oil,20,30,3.99,4.21,0.19,0.201
R002,2025-03-27,ING007,Flour,10,15,2.57,4.77,1.12,0.217
R002,2025-03-27,ING008,Bread,8,4,1.61,2.55,0.26,0.231
R002,2025-03-27,ING009,Lettuce,2,3,0.71,2.62,0.17,0.318
R002,2025-03-27,ING010,Cheese,4,5,0.87,2.82,0.51,0.228
R002,2025-03-28,ING001,Rice,12,3,0.0,3.03,0.67,0.329
R002,2025-03-28,ING002,Chicken,2,2,3.26,4.7,0.46,0.231
R002,2025-03-28,ING003,Paneer,3,4,2.62,4.94,0.43,0.266
R002,2025-03-28,ING004,Onion,5,7,0.0,0.1,0.0,0.285
R002,2025-03-28,ING005,Tomato,4,5,1.49,4.3,0.78,0.339
R002,2025-03-28,ING006,Oil,20,30,2.84,4.64,0.73,0.32
R002,2025-03-28,ING007,Flour,10,15,0.0,1.97,0.77,0.381
R002,2025-03-28,ING008,Bread,8,4,1.53,4.99,1.14,0.391
R002,2025-03-28,ING009,Lettuce,2,3,1.48,5.28,0.75,0.361
R002,2025-03-28,ING010,Cheese,4,5,3.06,5.16,0.0,0.289
R002,2025-03-29,ING001,Rice,12,3,2.41,6.0,0.76,0.251
R002,2025-03-29,ING002,Chicken,2,2,0.08,3.34,0.45,0.273
R002,2025-03-29,ING003,Paneer,3,4,0.0,1.59,0.2,0.192
R002,2025-03-29,ING004,Onion,5,7,0.0,0.78,0.0,0.262
R002,2025-03-29,ING005,Tomato,4,5,0.91,3.82,0.7,0.347
R002,2025-03-29,ING006,Oil,20,30,1.98,3.08,0.09,0.325
R002,2025-03-29,ING007,Flour,10,15,1.98,3.17,0.62,0.228
R002,2025-03-29,ING008,Bread,8,4,0.0,1.6,0.0,0.153
R002,2025-03-29,ING009,Lettuce,2,3,2.42,5.18,0.39,0.209
R002,2025-03-29,ING010,Cheese,4,5,2.12,5.61,0.85,0.223
R002,2025-03-30,ING001,Rice,12,3,0.36,3.68,0.45,0.37
R002,2025-03-30,ING002,Chicken,2,2,4.13,7.97,1.47,0.253
R002,2025-03-30,ING003,Paneer,3,4,1.55,2.83,0.5,0.235
R002,2025-03-30,ING004,Onion,5,7,0.93,1.25,0.1,0.178
R002,2025-03-30,ING005,Tomato,4,5,2.71,5.07,0.68,0.373
R002,2025-03-30,ING006,Oil,20,30,2.96,6.11,0.55,0.183
R002,2025-03-30,ING007,Flour,10,15,2.69,3.31,0.23,0.386
R002,2025-03-30,ING008,Bread,8,4,1.69,4.74,0.51,0.225
R002,2025-03-30,ING009,Lettuce,2,3,2.7,5.28,0.45,0.225
R002,2025-03-30,ING010,Cheese,4,5,2.98,4.31,0.66,0.308
R002,2025-03-31,ING001,Rice,12,3,2.89,2.91,0.49,0.225
R002,2025-03-31,ING002,Chicken,2,2,2.47,4.3,0.39,0.24
R002,2025-03-31,ING003,Paneer,3,4,2.96,5.86,1.03,0.153
R002,2025-03-31,ING004,Onion,5,7,1.75,5.28,0.91,0.25
R002,2025-03-31,ING005,Tomato,4,5,6.15,7.07,2.03,0.209
R002,2025-03-31,ING006,Oil,20,30,2.82,4.29,0.74,0.3
R002,2025-03-31,ING007,Flour,10,15,2.29,5.52,0.7,0.18
R002,2025-03-31,ING008,Bread,8,4,3.18,5.7,0.71,0.158
R002,2025-03-31,ING009,Lettuce,2,3,2.85,4.03,0.72,0.242
R002,2025-03-31,ING010,Cheese,4,5,5.33,6.75,1.06,0.217
R003,2025-01-01,ING001,Rice,12,3,1.55,2.63,0.35,0.011
R003,2025-01-01,ING002,Chicken,2,2,3.26,5.9,0.78,0.148
R003,2025-01-01,ING003,Paneer,3,4,0.34,3.62,0.92,0.087
R003,2025-01-01,ING004,Onion,5,7,5.84,8.3,1.36,0.099
R003,2025-01-01,ING005,Tomato,4,5,3.48,4.19,0.63,0.115
R003,2025-01-01,ING006,Oil,20,30,1.07,4.14,0.18,0.167
R003,2025-01-01,ING007,Flour,10,15,0.0,2.71,0.75,0.16
R003,2025-01-01,ING008,Bread,8,4,5.63,8.1,1.36,0.066
R003,2025-01-01,ING009,Lettuce,2,3,2.36,4.01,0.56,0.047
R003,2025-01-01,ING010,Cheese,4,5,3.81,6.92,1.37,0.133
R003,2025-01-02,ING001,Rice,12,3,1.14,1.77,0.29,0.355
R003,2025-01-02,ING002,Chicken,2,2,0.58,1.52,0.0,0.296
R003,2025-01-02,ING003,Paneer,3,4,3.86,7.26,1.06,0.366
R003,2025-01-02,ING004,Onion,5,7,3.61,4.79,0.9,0.335
R003,2025-01-02,ING005,Tomato,4,5,5.28,6.29,1.28,0.319
R003,2025-01-02,ING006,Oil,20,30,6.43,7.69,0.54,0.329
R003,2025-01-02,ING007,Flour,10,15,2.69,3.78,0.26,0.335
R003,2025-01-02,ING008,Bread,8,4,6.49,9.99,1.52,0.36
R003,2025-01-02,ING009,Lettuce,2,3,3.68,5.93,0.77,0.394
R003,2025-01-02,ING010,Cheese,4,5,3.07,3.67,0.41,0.28
R003,2025-01-03,ING001,Rice,12,3,5.97,8.72,1.43,0.203
R003,2025-01-03,ING002,Chicken,2,2,4.37,8.35,0.82,0.186
R003,2025-01-03,ING003,Paneer,3,4,5.43,6.94,1.39,0.239
R003,2025-01-03,ING004,Onion,5,7,4.08,5.4,0.87,0.054
R003,2025-01-03,ING005,Tomato,4,5,8.23,9.84,1.07,0.005
R003,2025-01-03,ING006,Oil,20,30,4.64,4.96,1.02,0.048
R003,2025-01-03,ING007,Flour,10,15,1.42,2.2,0.0,0.056
R003,2025-01-03,ING008,Bread,8,4,2.9,3.77,0.37,0.16
R003,2025-01-03,ING009,Lettuce,2,3,2.8,5.59,0.65,0.049
R003,2025-01-03,ING010,Cheese,4,5,3.11,5.22,0.79,0.128
R003,2025-01-04,ING001,Rice,12,3,3.73,5.46,1.16,0.396
R003,2025-01-04,ING002,Chicken,2,2,7.9,8.17,1.53,0.328
R003,2025-01-04,ING003,Paneer,3,4,2.76,4.94,0.0,0.162
R003,2025-01-04,ING004,Onion,5,7,3.15,6.79,1.24,0.206
R003,2025-01-04,ING005,Tomato,4,5,6.14,7.66,1.04,0.37
R003,2025-01-04,ING006,Oil,20,30,3.13,4.67,0.61,0.198
R003,2025-01-04,ING007,Flour,10,15,2.19,4.07,0.0,0.224
R003,2025-01-04,ING008,Bread,8,4,5.34,5.83,0.95,0.346
R003,2025-01-04,ING009,Lettuce,2,3,3.03,4.64,1.01,0.265
R003,2025-01-04,ING010,Cheese,4,5,4.92,6.5,0.73,0.205
R003,2025-01-05,ING001,Rice,12,3,0.9,2.69,0.1,0.109
R003,2025-01-05,ING002,Chicken,2,2,2.41,2.42,0.44,0.134
R003,2025-01-05,ING003,Paneer,3,4,2.58,3.84,0.74,0.055
R003,2025-01-05,ING004,Onion,5,7,4.95,7.7,1.55,0.07
R003,2025-01-05,ING005,Tomato,4,5,4.88,7.33,0.86,0.102
R003,2025-01-05,ING006,Oil,20,30,3.49,6.06,0.87,0.085
R003,2025-01-05,ING007,Flour,10,15,0.46,3.78,0.63,0.079
R003,2025-01-05,ING008,Bread,8,4,4.87,7.06,0.86,0.097
R003,2025-01-05,ING009,Lettuce,2,3,2.22,4.65,0.23,0.248
R003,2025-01-05,ING010,Cheese,4,5,6.47,8.43,1.25,0.247
R003,2025-01-06,ING001,Rice,12,3,1.99,5.66,0.97,0.247
R003,2025-01-06,ING002,Chicken,2,2,2.27,5.62,1.31,0.22
R003,2025-01-06,ING003,Paneer,3,4,1.98,3.53,0.63,0.28
R003,2025-01-06,ING004,Onion,5,7,6.26,8.33,1.88,0.352
R003,2025-01-06,ING005,Tomato,4,5,4.65,6.11,1.38,0.366
R003,2025-01-06,ING006,Oil,20,30,4.13,6.95,0.71,0.335
R003,2025-01-06,ING007,Flour,10,15,4.5,6.92,0.94,0.305
R003,2025-01-06,ING008,Bread,8,4,4.07,4.55,0.51,0.272
R003,2025-01-06,ING009,Lettuce,2,3,2.35,4.01,0.95,0.159
R003,2025-01-06,ING010,Cheese,4,5,2.64,6.08,0.48,0.227
R003,2025-01-07,ING001,Rice,12,3,4.97,8.96,1.28,0.236
R003,2025-01-07,ING002,Chicken,2,2,4.12,7.07,0.93,0.208
R003,2025-01-07,ING003,Paneer,3,4,3.51,6.98,1.18,0.011
R003,2025-01-07,ING004,Onion,5,7,2.91,4.91,0.99,0.103
R003,2025-01-07,ING005,Tomato,4,5,2.73,3.45,0.53,0.059
R003,2025-01-07,ING006,Oil,20,30,3.99,6.15,1.36,0.07
R003,2025-01-07,ING007,Flour,10,15,3.82,7.34,1.4,0.097
R003,2025-01-07,ING008,Bread,8,4,5.14,7.54,0.98,0.123
R003,2025-01-07,ING009,Lettuce,2,3,6.03,8.65,1.16,0.223
R003,2025-01-07,ING010,Cheese,4,5,3.63,5.0,0.91,0.09
R003,2025-01-08,ING001,Rice,12,3,3.77,6.86,0.94,0.383
R003,2025-01-08,ING002,Chicken,2,2,2.64,5.19,0.61,0.224
R003,2025-01-08,ING003,Paneer,3,4,4.13,5.16,1.09,0.369
R003,2025-01-08,ING004,Onion,5,7,4.91,6.47,1.39,0.366
R003,2025-01-08,ING005,Tomato,4,5,3.38,4.97,0.97,0.252
R003,2025-01-08,ING006,Oil,20,30,4.83,7.3,0.8,0.237
R003,2025-01-08,ING007,Flour,10,15,3.34,6.76,1.22,0.165
R003,2025-01-08,ING008,Bread,8,4,3.85,6.41,0.75,0.275
R003,2025-01-08,ING009,Lettuce,2,3,3.8,4.38,0.23,0.307
R003,2025-01-08,ING010,Cheese,4,5,5.97,6.38,0.96,0.367
R003,2025-01-09,ING001,Rice,12,3,2.24,2.76,0.24,0.165
R003,2025-01-09,ING002,Chicken,2,2,5.26,5.48,0.76,0.131
R003,2025-01-09,ING003,Paneer,3,4,3.76,4.75,0.79,0.136
R003,2025-01-09,ING004,Onion,5,7,2.9,6.76,0.77,0.104
R003,2025-01-09,ING005,Tomato,4,5,2.5,3.33,0.84,0.106
R003,2025-01-09,ING006,Oil,20,30,5.17,5.54,0.72,0.23
R003,2025-01-09,ING007,Flour,10,15,4.61,6.86,1.65,0.114
R003,2025-01-09,ING008,Bread,8,4,5.86,6.79,1.11,0.095
R003,2025-01-09,ING009,Lettuce,2,3,6.94,9.76,1.4,0.003
R003,2025-01-09,ING010,Cheese,4,5,3.33,6.08,1.05,0.04
R003,2025-01-10,ING001,Rice,12,3,1.62,5.51,0.62,0.154
R003,2025-01-10,ING002,Chicken,2,2,2.75,4.93,0.32,0.363
R003,2025-01-10,ING003,Paneer,3,4,1.67,3.96,0.65,0.261
R003,2025-01-10,ING004,Onion,5,7,4.01,4.29,1.12,0.16
R003,2025-01-10,ING005,Tomato,4,5,0.66,3.02,0.53,0.31
R003,2025-01-10,ING006,Oil,20,30,2.14,5.48,0.98,0.329
R003,2025-01-10,ING007,Flour,10,15,1.92,4.96,0.92,0.17
R003,2025-01-10,ING008,Bread,8,4,2.49,4.65,0.52,0.235
R003,2025-01-10,ING009,Lettuce,2,3,3.13,4.3,0.59,0.342
R003,2025-01-10,ING010,Cheese,4,5,2.25,3.25,0.22,0.375
R003,2025-01-11,ING001,Rice,12,3,5.79,6.23,0.47,0.116
R003,2025-01-11,ING002,Chicken,2,2,7.54,9.24,1.55,0.227
R003,2025-01-11,ING003,Paneer,3,4,2.47,5.46,0.96,0.069
R003,2025-01-11,ING004,Onion,5,7,4.68,7.09,0.8,0.068
R003,2025-01-11,ING005,Tomato,4,5,4.69,5.65,0.83,0.065
R003,2025-01-11,ING006,Oil,20,30,0.84,1.99,0.46,0.061
R003,2025-01-11,ING007,Flour,10,15,5.32,5.99,1.0,0.156
R003,2025-01-11,ING008,Bread,8,4,1.56,2.94,0.55,0.194
R003,2025-01-11,ING009,Lettuce,2,3,3.48,3.83,0.71,0.144
R003,2025-01-11,ING010,Cheese,4,5,0.76,1.33,0.0,0.121
R003,2025-01-12,ING001,Rice,12,3,4.02,5.92,1.11,0.21
R003,2025-01-12,ING002,Chicken,2,2,4.66,8.12,1.08,0.309
R003,2025-01-12,ING003,Paneer,3,4,2.49,5.45,0.67,0.307
R003,2025-01-12,ING004,Onion,5,7,2.46,4.02,1.02,0.252
R003,2025-01-12,ING005,Tomato,4,5,3.03,6.0,1.26,0.184
R003,2025-01-12,ING006,Oil,20,30,3.08,5.52,0.79,0.331
R003,2025-01-12,ING007,Flour,10,15,0.62,4.0,0.44,0.303
R003,2025-01-12,ING008,Bread,8,4,5.48,6.71,1.42,0.366
R003,2025-01-12,ING009,Lettuce,2,3,2.52,2.75,0.0,0.192
R003,2025-01-12,ING010,Cheese,4,5,1.9,3.01,0.28,0.161
R003,2025-01-13,ING001,Rice,12,3,4.49,5.52,1.02,0.275
R003,2025-01-13,ING002,Chicken,2,2,7.23,7.72,1.42,0.158
R003,2025-01-13,ING003,Paneer,3,4,2.96,3.84,1.29,0.16
R003,2025-01-13,ING004,Onion,5,7,5.31,7.02,0.96,0.205
R003,2025-01-13,ING005,Tomato,4,5,2.72,5.63,0.83,0.277
R003,2025-01-13,ING006,Oil,20,30,3.42,6.03,0.45,0.172
R003,2025-01-13,ING007,Flour,10,15,2.84,5.25,0.29,0.297
R003,2025-01-13,ING008,Bread,8,4,1.57,4.94,0.6,0.176
R003,2025-01-13,ING009,Lettuce,2,3,4.31,4.94,0.83,0.254
R003,2025-01-13,ING010,Cheese,4,5,8.25,11.89,1.91,0.285
R003,2025-01-14,ING001,Rice,12,3,2.05,3.17,0.63,0.104
R003,2025-01-14,ING002,Chicken,2,2,6.47,8.99,1.4,0.159
R003,2025-01-14,ING003,Paneer,3,4,4.24,4.41,0.94,0.175
R003,2025-01-14,ING004,Onion,5,7,4.54,6.4,0.97,0.076
R003,2025-01-14,ING005,Tomato,4,5,3.09,6.64,0.67,0.135
R003,2025-01-14,ING006,Oil,20,30,2.05,4.76,0.82,0.055
R003,2025-01-14,ING007,Flour,10,15,2.78,3.75,0.75,0.019
R003,2025-01-14,ING008,Bread,8,4,2.76,3.88,0.58,0.021
R003,2025-01-14,ING009,Lettuce,2,3,3.02,3.17,0.03,0.206
R003,2025-01-14,ING010,Cheese,4,5,3.46,3.72,0.47,0.093
R003,2025-01-15,ING001,Rice,12,3,5.23,7.66,0.85,0.218
R003,2025-01-15,ING002,Chicken,2,2,3.84,4.34,0.56,0.244
R003,2025-01-15,ING003,Paneer,3,4,4.95,7.41,1.15,0.074
R003,2025-01-15,ING004,Onion,5,7,6.54,8.25,1.66,0.203
R003,2025-01-15,ING005,Tomato,4,5,4.91,5.84,0.84,0.006
R003,2025-01-15,ING006,Oil,20,30,5.04,8.37,1.14,0.223
R003,2025-01-15,ING007,Flour,10,15,3.68,3.84,0.51,0.221
R003,2025-01-15,ING008,Bread,8,4,3.59,3.86,0.92,0.104
R003,2025-01-15,ING009,Lettuce,2,3,8.6,9.54,1.73,0.24
R003,2025-01-15,ING010,Cheese,4,5,5.48,9.2,1.08,0.222
R003,2025-01-16,ING001,Rice,12,3,0.71,1.54,0.06,0.002
R003,2025-01-16,ING002,Chicken,2,2,2.12,4.6,0.82,0.012
R003,2025-01-16,ING003,Paneer,3,4,1.47,4.44,1.06,0.219
R003,2025-01-16,ING004,Onion,5,7,4.38,6.01,1.23,0.198
R003,2025-01-16,ING005,Tomato,4,5,0.66,4.64,0.74,0.077
R003,2025-01-16,ING006,Oil,20,30,3.83,4.44,0.86,0.085
R003,2025-01-16,ING007,Flour,10,15,4.19,6.69,1.33,0.18
R003,2025-01-16,ING008,Bread,8,4,3.75,5.27,1.0,0.203
R003,2025-01-16,ING009,Lettuce,2,3,3.63,4.17,0.84,0.224
R003,2025-01-16,ING010,Cheese,4,5,4.99,8.98,1.36,0.211
R003,2025-01-17,ING001,Rice,12,3,1.97,4.92,0.95,0.351
R003,2025-01-17,ING002,Chicken,2,2,5.95,7.71,1.09,0.18
R003,2025-01-17,ING003,Paneer,3,4,3.63,7.23,1.08,0.218
R003,2025-01-17,ING004,Onion,5,7,4.85,7.66,0.97,0.222
R003,2025-01-17,ING005,Tomato,4,5,2.98,3.73,1.1,0.192
R003,2025-01-17,ING006,Oil,20,30,3.55,7.13,1.05,0.211
R003,2025-01-17,ING007,Flour,10,15,3.38,5.65,1.03,0.372
R003,2025-01-17,ING008,Bread,8,4,3.08,6.05,0.86,0.385
R003,2025-01-17,ING009,Lettuce,2,3,5.61,5.9,1.15,0.174
R003,2025-01-17,ING010,Cheese,4,5,3.53,3.88,0.58,0.264
R003,2025-01-18,ING001,Rice,12,3,3.55,6.94,1.42,0.33
R003,2025-01-18,ING002,Chicken,2,2,3.63,7.3,1.23,0.174
R003,2025-01-18,ING003,Paneer,3,4,6.15,6.58,1.16,0.399
R003,2025-01-18,ING004,Onion,5,7,2.44,3.28,0.44,0.239
R003,2025-01-18,ING005,Tomato,4,5,4.33,6.61,1.15,0.315
R003,2025-01-18,ING006,Oil,20,30,5.7,7.45,1.28,0.309
R003,2025-01-18,ING007,Flour,10,15,3.8,5.02,0.65,0.245
R003,2025-01-18,ING008,Bread,8,4,3.56,5.49,0.66,0.333
R003,2025-01-18,ING009,Lettuce,2,3,3.13,6.54,1.27,0.154
R003,2025-01-18,ING010,Cheese,4,5,4.12,7.9,1.03,0.342
R003,2025-01-19,ING001,Rice,12,3,6.41,7.93,1.43,0.168
R003,2025-01-19,ING002,Chicken,2,2,5.87,7.6,0.95,0.122
R003,2025-01-19,ING003,Paneer,3,4,2.83,3.85,0.37,0.119
R003,2025-01-19,ING004,Onion,5,7,4.4,6.74,0.99,0.249
R003,2025-01-19,ING005,Tomato,4,5,6.23,9.17,1.82,0.19
R003,2025-01-19,ING006,Oil,20,30,4.47,7.94,0.79,0.058
R003,2025-01-19,ING007,Flour,10,15,3.83,6.52,1.77,0.118
R003,2025-01-19,ING008,Bread,8,4,2.36,5.56,0.9,0.135
R003,2025-01-19,ING009,Lettuce,2,3,3.26,4.28,1.23,0.189
R003,2025-01-19,ING010,Cheese,4,5,4.8,7.66,0.94,0.236
R003,2025-01-20,ING001,Rice,12,3,3.88,6.72,0.73,0.215
R003,2025-01-20,ING002,Chicken,2,2,3.39,6.52,1.29,0.194
R003,2025-01-20,ING003,Paneer,3,4,5.97,6.92,0.93,0.096
R003,2025-01-20,ING004,Onion,5,7,5.3,7.26,0.93,0.12
R003,2025-01-20,ING005,Tomato,4,5,1.56,4.39,0.26,0.101
R003,2025-01-20,ING006,Oil,20,30,5.77,7.5,0.63,0.13
R003,2025-01-20,ING007,Flour,10,15,5.16,6.59,1.07,0.054
R003,2025-01-20,ING008,Bread,8,4,5.88,6.85,1.08,0.16
R003,2025-01-20,ING009,Lettuce,2,3,4.83,8.8,1.4,0.036
R003,2025-01-20,ING010,Cheese,4,5,4.65,7.67,1.15,0.058
R003,2025-01-21,ING001,Rice,12,3,3.93,6.13,0.38,0.144
R003,2025-01-21,ING002,Chicken,2,2,3.97,7.23,1.42,0.025
R003,2025-01-21,ING003,Paneer,3,4,2.32,4.42,1.14,0.222
R003,2025-01-21,ING004,Onion,5,7,3.39,4.22,0.55,0.053
R003,2025-01-21,ING005,Tomato,4,5,3.11,6.27,1.18,0.003
R003,2025-01-21,ING006,Oil,20,30,4.16,8.12,1.11,0.016
R003,2025-01-21,ING007,Flour,10,15,2.82,6.07,0.99,0.131
R003,2025-01-21,ING008,Bread,8,4,6.04,8.85,1.25,0.225
R003,2025-01-21,ING009,Lettuce,2,3,4.12,4.88,0.29,0.016
R003,2025-01-21,ING010,Cheese,4,5,4.1,6.96,1.76,0.167
R003,2025-01-22,ING001,Rice,12,3,0.5,3.17,0.75,0.072
R003,2025-01-22,ING002,Chicken,2,2,4.12,7.27,0.82,0.076
R003,2025-01-22,ING003,Paneer,3,4,3.84,4.51,0.69,0.023
R003,2025-01-22,ING004,Onion,5,7,1.84,4.29,0.81,0.031
R003,2025-01-22,ING005,Tomato,4,5,5.26,7.11,0.93,0.117
R003,2025-01-22,ING006,Oil,20,30,3.5,3.99,0.3,0.155
R003,2025-01-22,ING007,Flour,10,15,1.97,4.59,0.69,0.219
R003,2025-01-22,ING008,Bread,8,4,1.77,2.5,0.12,0.178
R003,2025-01-22,ING009,Lettuce,2,3,1.28,3.26,0.86,0.031
R003,2025-01-22,ING010,Cheese,4,5,4.18,6.17,0.92,0.048
R003,2025-01-23,ING001,Rice,12,3,1.99,3.59,0.23,0.228
R003,2025-01-23,ING002,Chicken,2,2,2.22,2.62,0.46,0.238
R003,2025-01-23,ING003,Paneer,3,4,0.21,4.09,1.0,0.14
R003,2025-01-23,ING004,Onion,5,7,1.64,1.67,0.32,0.097
R003,2025-01-23,ING005,Tomato,4,5,4.54,8.31,1.33,0.122
R003,2025-01-23,ING006,Oil,20,30,3.82,5.34,1.04,0.231
R003,2025-01-23,ING007,Flour,10,15,2.49,3.04,0.59,0.008
R003,2025-01-23,ING008,Bread,8,4,3.03,6.79,0.15,0.138
R003,2025-01-23,ING009,Lettuce,2,3,4.03,5.89,1.3,0.243
R003,2025-01-23,ING010,Cheese,4,5,5.21,7.31,1.75,0.076
R003,2025-01-24,ING001,Rice,12,3,1.72,4.43,0.61,0.015
R003,2025-01-24,ING002,Chicken,2,2,1.74,2.62,0.85,0.222
R003,2025-01-24,ING003,Paneer,3,4,3.81,7.5,0.82,0.231
R003,2025-01-24,ING004,Onion,5,7,3.48,5.33,0.44,0.054
R003,2025-01-24,ING005,Tomato,4,5,2.91,3.42,0.88,0.057
R003,2025-01-24,ING006,Oil,20,30,3.83,4.78,0.44,0.042
R003,2025-01-24,ING007,Flour,10,15,1.17,2.33,0.52,0.101
R003,2025-01-24,ING008,Bread,8,4,5.79,8.62,1.25,0.014
R003,2025-01-24,ING009,Lettuce,2,3,4.94,7.74,1.29,0.17
R003,2025-01-24,ING010,Cheese,4,5,4.02,4.25,0.27,0.189
R003,2025-01-25,ING001,Rice,12,3,5.25,7.29,1.88,0.217
R003,2025-01-25,ING002,Chicken,2,2,1.2,2.01,0.0,0.245
R003,2025-01-25,ING003,Paneer,3,4,3.25,5.71,0.54,0.019
R003,2025-01-25,ING004,Onion,5,7,5.13,5.5,0.84,0.241
R003,2025-01-25,ING005,Tomato,4,5,4.75,6.59,1.13,0.138
R003,2025-01-25,ING006,Oil,20,30,6.13,8.65,1.24,0.16
R003,2025-01-25,ING007,Flour,10,15,6.33,8.18,1.12,0.14
R003,2025-01-25,ING008,Bread,8,4,5.57,7.26,0.38,0.154
R003,2025-01-25,ING009,Lettuce,2,3,4.92,6.82,1.26,0.038
R003,2025-01-25,ING010,Cheese,4,5,1.45,4.3,0.63,0.134
R003,2025-01-26,ING001,Rice,12,3,4.65,4.8,1.28,0.163
R003,2025-01-26,ING002,Chicken,2,2,3.15,6.92,1.02,0.116
R003,2025-01-26,ING003,Paneer,3,4,3.25,4.35,0.53,0.146
R003,2025-01-26,ING004,Onion,5,7,3.21,4.21,0.13,0.188
R003,2025-01-26,ING005,Tomato,4,5,3.44,7.19,1.67,0.205
R003,2025-01-26,ING006,Oil,20,30,4.23,4.84,0.65,0.048
R003,2025-01-26,ING007,Flour,10,15,5.87,9.1,0.77,0.13
R003,2025-01-26,ING008,Bread,8,4,4.83,7.25,1.72,0.087
R003,2025-01-26,ING009,Lettuce,2,3,3.75,7.43,1.01,0.182
R003,2025-01-26,ING010,Cheese,4,5,2.94,4.18,1.21,0.084
R003,2025-01-27,ING001,Rice,12,3,0.96,1.33,0.21,0.087
R003,2025-01-27,ING002,Chicken,2,2,1.07,1.12,0.29,0.121
R003,2025-01-27,ING003,Paneer,3,4,2.93,5.33,1.1,0.195
R003,2025-01-27,ING004,Onion,5,7,3.54,5.75,1.12,0.216
R003,2025-01-27,ING005,Tomato,4,5,3.05,6.07,0.99,0.241
R003,2025-01-27,ING006,Oil,20,30,4.55,4.92,0.59,0.188
R003,2025-01-27,ING007,Flour,10,15,3.58,6.49,1.42,0.22
R003,2025-01-27,ING008,Bread,8,4,1.8,2.34,0.26,0.132
R003,2025-01-27,ING009,Lettuce,2,3,1.28,2.82,0.91,0.009
R003,2025-01-27,ING010,Cheese,4,5,1.3,3.01,0.0,0.066
R003,2025-01-28,ING001,Rice,12,3,3.39,4.55,0.69,0.204
R003,2025-01-28,ING002,Chicken,2,2,3.82,5.82,0.74,0.158
R003,2025-01-28,ING003,Paneer,3,4,4.99,7.57,1.4,0.328
R003,2025-01-28,ING004,Onion,5,7,1.95,4.02,0.89,0.275
R003,2025-01-28,ING005,Tomato,4,5,5.24,6.78,1.48,0.272
R003,2025-01-28,ING006,Oil,20,30,1.12,1.72,0.62,0.2
R003,2025-01-28,ING007,Flour,10,15,1.16,3.53,0.75,0.363
R003,2025-01-28,ING008,Bread,8,4,4.18,7.76,0.93,0.328
R003,2025-01-28,ING009,Lettuce,2,3,3.67,6.97,1.04,0.376
R003,2025-01-28,ING010,Cheese,4,5,4.28,8.09,1.26,0.168
R003,2025-01-29,ING001,Rice,12,3,4.43,5.5,1.23,0.124
R003,2025-01-29,ING002,Chicken,2,2,5.62,9.57,1.23,0.142
R003,2025-01-29,ING003,Paneer,3,4,6.86,7.08,1.19,0.201
R003,2025-01-29,ING004,Onion,5,7,4.99,6.17,0.85,0.235
R003,2025-01-29,ING005,Tomato,4,5,3.34,5.64,0.86,0.024
R003,2025-01-29,ING006,Oil,20,30,5.27,5.71,0.97,0.099
R003,2025-01-29,ING007,Flour,10,15,3.21,3.67,0.43,0.107
R003,2025-01-29,ING008,Bread,8,4,4.92,5.3,0.83,0.005
R003,2025-01-29,ING009,Lettuce,2,3,4.73,4.95,0.79,0.109
R003,2025-01-29,ING010,Cheese,4,5,5.21,5.97,1.39,0.098
R003,2025-01-30,ING001,Rice,12,3,0.88,3.05,0.37,0.231
R003,2025-01-30,ING002,Chicken,2,2,2.95,5.33,1.08,0.347
R003,2025-01-30,ING003,Paneer,3,4,2.16,2.21,0.28,0.329
R003,2025-01-30,ING004,Onion,5,7,1.24,2.5,0.31,0.335
R003,2025-01-30,ING005,Tomato,4,5,3.12,4.34,0.23,0.379
R003,2025-01-30,ING006,Oil,20,30,5.2,8.72,1.28,0.249
R003,2025-01-30,ING007,Flour,10,15,2.11,2.31,0.37,0.332
R003,2025-01-30,ING008,Bread,8,4,4.68,5.38,0.99,0.206
R003,2025-01-30,ING009,Lettuce,2,3,2.88,4.24,0.75,0.311
R003,2025-01-30,ING010,Cheese,4,5,4.22,4.75,1.07,0.375
R003,2025-01-31,ING001,Rice,12,3,2.74,3.88,0.59,0.212
R003,2025-01-31,ING002,Chicken,2,2,2.96,5.53,0.82,0.044
R003,2025-01-31,ING003,Paneer,3,4,1.31,3.13,0.96,0.184
