restaurant_id,date,hour,role,station,staff_required,staff_scheduled,shortage,overtime_hours
R003,2025-03-17,22,Delivery,Grill,1,1,0,0.0
R003,2025-03-18,8,FOH,Dining,1,1,0,0.0
R003,2025-03-18,8,Kitchen,Prep,1,1,0,0.0
R003,2025-03-18,8,Cashier,Grill,1,1,0,0.0
R003,2025-03-18,8,Delivery,Prep,1,1,0,0.0
R003,2025-03-18,9,FOH,Pass,1,1,0,0.0
R003,2025-03-18,9,Kitchen,Pass,1,2,0,0.2538521907126758
R003,2025-03-18,9,Cashier,Grill,1,1,0,0.0
R003,2025-03-18,9,Delivery,Pass,1,2,0,1.169864160586021
R003,2025-03-18,10,FOH,Prep,3,3,0,0.0
R003,2025-03-18,10,Kitchen,Pass,3,2,1,0.0
R003,2025-03-18,10,Cashier,Pass,2,2,0,0.0
R003,2025-03-18,10,Delivery,Grill,1,1,0,0.0
R003,2025-03-18,11,FOH,Pass,3,4,0,0.023626071848509844
R003,2025-03-18,11,Kitchen,Grill,4,3,1,0.0
R003,2025-03-18,11,Cashier,Dining,2,3,0,0.11537571245862954
R003,2025-03-18,11,Delivery,Grill,2,1,1,0.0
R003,2025-03-18,12,FOH,Grill,6,6,0,0.0
R003,2025-03-18,12,Kitchen,Grill,7,7,0,0.0
R003,2025-03-18,12,Cashier,Grill,4,3,1,0.0
R003,2025-03-18,12,Delivery,Dining,3,3,0,0.0
R003,2025-03-18,13,FOH,Dining,5,5,0,0.0
R003,2025-03-18,13,Kitchen,Dining,7,8,0,0.7202823209113792
R003,2025-03-18,13,Cashier,Prep,4,5,0,0.3018473215821191
R003,2025-03-18,13,Delivery,Prep,3,3,0,0.0
R003,2025-03-18,14,FOH,Dining,5,5,0,0.0
R003,2025-03-18,14,Kitchen,Pass,6,5,1,0.0
R003,2025-03-18,14,Cashier,Grill,3,3,0,0.0
R003,2025-03-18,14,Delivery,Prep,3,3,0,0.0
R003,2025-03-18,15,FOH,Pass,4,5,0,0.698749160201587
R003,2025-03-18,15,Kitchen,Dining,5,4,1,0.0
R003,2025-03-18,15,Cashier,Grill,2,3,0,0.949576013853856
R003,2025-03-18,15,Delivery,Dining,2,2,0,0.0
R003,2025-03-18,16,FOH,Dining,3,3,0,0.0
R003,2025-03-18,16,Kitchen,Pass,4,4,0,0.0
R003,2025-03-18,16,Cashier,Dining,2,3,0,0.8552661049174628
R003,2025-03-18,16,Delivery,Pass,2,2,0,0.0
R003,2025-03-18,17,FOH,Dining,2,2,0,0.0
R003,2025-03-18,17,Kitchen,Prep,2,2,0,0.0
R003,2025-03-18,17,Cashier,Pass,1,1,0,0.0
R003,2025-03-18,17,Delivery,Prep,1,2,0,0.37819745482368844
R003,2025-03-18,18,FOH,Pass,2,3,0,0.15684761033053624
R003,2025-03-18,18,Kitchen,Grill,3,4,0,0.7841329586079941
R003,2025-03-18,18,Cashier,Prep,2,2,0,0.0
R003,2025-03-18,18,Delivery,Pass,1,1,0,0.0
R003,2025-03-18,19,FOH,Prep,3,4,0,0.10045119523280915
R003,2025-03-18,19,Kitchen,Dining,3,2,1,0.0
R003,2025-03-18,19,Cashier,Grill,2,1,1,0.0
R003,2025-03-18,19,Delivery,Grill,1,1,0,0.0
R003,2025-03-18,20,FOH,Grill,5,4,1,0.0
R003,2025-03-18,20,Kitchen,Dining,6,7,0,0.883100964468382
R003,2025-03-18,20,Cashier,Pass,3,3,0,0.0
R003,2025-03-18,20,Delivery,Pass,3,2,1,0.0
R003,2025-03-18,21,FOH,Dining,4,4,0,0.0
R003,2025-03-18,21,Kitchen,Dining,5,5,0,0.0
R003,2025-03-18,21,Cashier,Dining,3,3,0,0.0
R003,2025-03-18,21,Delivery,Grill,2,2,0,0.0
R003,2025-03-18,22,FOH,Prep,2,3,0,0.04071519460926132
R003,2025-03-18,22,Kitchen,Grill,2,3,0,1.0487592865336663
R003,2025-03-18,22,Cashier,Grill,1,1,0,0.0
R003,2025-03-18,22,Delivery,Prep,1,1,0,0.0
R003,2025-03-19,8,FOH,Grill,1,2,0,0.8225516380619695
R003,2025-03-19,8,Kitchen,Pass,1,2,0,0.104326656359365
R003,2025-03-19,8,Cashier,Pass,1,1,0,0.0
R003,2025-03-19,8,Delivery,Pass,1,1,0,0.0
R003,2025-03-19,9,FOH,Pass,2,3,0,0.47568245388320624
R003,2025-03-19,9,Kitchen,Dining,2,3,0,0.4265779305365549
R003,2025-03-19,9,Cashier,Grill,1,1,0,0.0
R003,2025-03-19,9,Delivery,Pass,1,2,0,0.029954913342845446
R003,2025-03-19,10,FOH,Grill,3,2,1,0.0
R003,2025-03-19,10,Kitchen,Prep,3,3,0,0.0
R003,2025-03-19,10,Cashier,Dining,2,3,0,0.9165857505547202
R003,2025-03-19,10,Delivery,Grill,1,1,0,0.0
R003,2025-03-19,11,FOH,Grill,5,6,0,0.961526000538407
R003,2025-03-19,11,Kitchen,Pass,6,6,0,0.0
R003,2025-03-19,11,Cashier,Grill,3,4,0,0.6515364741491169
R003,2025-03-19,11,Delivery,Pass,2,2,0,0.0
R003,2025-03-19,12,FOH,Pass,8,8,0,0.0
R003,2025-03-19,12,Kitchen,Grill,9,8,1,0.0
R003,2025-03-19,12,Cashier,Dining,5,5,0,0.0
R003,2025-03-19,12,Delivery,Pass,4,3,1,0.0
R003,2025-03-19,13,FOH,Grill,10,10,0,0.0
R003,2025-03-19,13,Kitchen,Grill,11,10,1,0.0
R003,2025-03-19,13,Cashier,Prep,6,7,0,0.040649177798670666
R003,2025-03-19,13,Delivery,Prep,5,5,0,0.0
R003,2025-03-19,14,FOH,Dining,7,8,0,0.9418516513267678
R003,2025-03-19,14,Kitchen,Pass,8,7,1,0.0
R003,2025-03-19,14,Cashier,Prep,4,4,0,0.0
R003,2025-03-19,14,Delivery,Prep,3,3,0,0.0
R003,2025-03-19,15,FOH,Grill,4,3,1,0.0
R003,2025-03-19,15,Kitchen,Grill,4,4,0,0.0
R003,2025-03-19,15,Cashier,Pass,2,1,1,0.0
R003,2025-03-19,15,Delivery,Pass,2,1,1,0.0
R003,2025-03-19,16,FOH,Prep,2,3,0,0.44963844995855085
R003,2025-03-19,16,Kitchen,Prep,2,2,0,0.0
R003,2025-03-19,16,Cashier,Pass,1,2,0,0.7367701615128067
R003,2025-03-19,16,Delivery,Grill,1,2,0,0.698038539348373
R003,2025-03-19,17,FOH,Grill,2,1,1,0.0
R003,2025-03-19,17,Kitchen,Dining,3,4,0,0.44200195131508296
R003,2025-03-19,17,Cashier,Dining,2,3,0,0.5147452467649101
R003,2025-03-19,17,Delivery,Pass,1,2,0,0.5142076145533565
R003,2025-03-19,18,FOH,Grill,3,2,1,0.0
R003,2025-03-19,18,Kitchen,Grill,3,4,0,1.2536275314613643
R003,2025-03-19,18,Cashier,Prep,2,2,0,0.0
R003,2025-03-19,18,Delivery,Dining,1,1,0,0.0
R003,2025-03-19,19,FOH,Dining,5,4,1,0.0
R003,2025-03-19,19,Kitchen,Pass,6,5,1,0.0
R003,2025-03-19,19,Cashier,Prep,3,3,0,0.0
R003,2025-03-19,19,Delivery,Prep,3,3,0,0.0
R003,2025-03-19,20,FOH,Dining,6,5,1,0.0
R003,2025-03-19,20,Kitchen,Prep,7,8,0,1.0606198499858404
R003,2025-03-19,20,Cashier,Prep,4,4,0,0.0
R003,2025-03-19,20,Delivery,Grill,3,3,0,0.0
R003,2025-03-19,21,FOH,Prep,5,4,1,0.0
R003,2025-03-19,21,Kitchen,Pass,6,6,0,0.0
R003,2025-03-19,21,Cashier,Pass,3,4,0,0.5115885513246142
R003,2025-03-19,21,Delivery,Pass,3,2,1,0.0
R003,2025-03-19,22,FOH,Pass,2,3,0,0.09120784855964081
R003,2025-03-19,22,Kitchen,Grill,3,3,0,0.0
R003,2025-03-19,22,Cashier,Pass,2,2,0,0.0
R003,2025-03-19,22,Delivery,Prep,1,2,0,0.28867488086117504
R003,2025-03-20,8,FOH,Dining,1,1,0,0.0
R003,2025-03-20,8,Kitchen,Dining,1,1,0,0.0
R003,2025-03-20,8,Cashier,Dining,1,2,0,0.9413605359081991
R003,2025-03-20,8,Delivery,Prep,1,1,0,0.0
R003,2025-03-20,9,FOH,Grill,2,2,0,0.0
R003,2025-03-20,9,Kitchen,Dining,2,2,0,0.0
R003,2025-03-20,9,Cashier,Dining,1,1,0,0.0
R003,2025-03-20,9,Delivery,Grill,1,2,0,1.456445973941076
R003,2025-03-20,10,FOH,Grill,2,1,1,0.0
R003,2025-03-20,10,Kitchen,Pass,3,3,0,0.0
R003,2025-03-20,10,Cashier,Dining,1,2,0,0.1845399115347901
R003,2025-03-20,10,Delivery,Dining,1,1,0,0.0
R003,2025-03-20,11,FOH,Dining,6,5,1,0.0
R003,2025-03-20,11,Kitchen,Dining,7,8,0,0.9810555676126247
R003,2025-03-20,11,Cashier,Pass,4,5,0,0.25631440018034957
R003,2025-03-20,11,Delivery,Pass,3,2,1,0.0
R003,2025-03-20,12,FOH,Pass,5,6,0,0.1364759810479022
R003,2025-03-20,12,Kitchen,Pass,6,5,1,0.0
R003,2025-03-20,12,Cashier,Prep,3,3,0,0.0
R003,2025-03-20,12,Delivery,Prep,3,4,0,1.3097357227009847
R003,2025-03-20,13,FOH,Dining,6,5,1,0.0
R003,2025-03-20,13,Kitchen,Prep,7,7,0,0.0
R003,2025-03-20,13,Cashier,Grill,4,3,1,0.0
R003,2025-03-20,13,Delivery,Pass,3,4,0,1.2934518428082609
R003,2025-03-20,14,FOH,Dining,5,6,0,0.15200089075329437
R003,2025-03-20,14,Kitchen,Grill,6,7,0,1.4565783638891097
R003,2025-03-20,14,Cashier,Pass,3,4,0,1.1352316380853804
R003,2025-03-20,14,Delivery,Prep,3,3,0,0.0
R003,2025-03-20,15,FOH,Pass,4,4,0,0.0
R003,2025-03-20,15,Kitchen,Grill,4,3,1,0.0
R003,2025-03-20,15,Cashier,Prep,2,1,1,0.0
R003,2025-03-20,15,Delivery,Pass,2,2,0,0.0
R003,2025-03-20,16,FOH,Dining,2,3,0,0.7810580085083256
R003,2025-03-20,16,Kitchen,Prep,3,4,0,1.3641384679773956
R003,2025-03-20,16,Cashier,Dining,2,1,1,0.0
R003,2025-03-20,16,Delivery,Prep,1,1,0,0.0
R003,2025-03-20,17,FOH,Dining,1,1,0,0.0
R003,2025-03-20,17,Kitchen,Prep,2,3,0,0.03668639517627004
R003,2025-03-20,17,Cashier,Grill,1,1,0,0.0
R003,2025-03-20,17,Delivery,Prep,1,2,0,1.3314413687269249
R003,2025-03-20,18,FOH,Pass,2,1,1,0.0
R003,2025-03-20,18,Kitchen,Grill,3,4,0,0.9760056246325017
R003,2025-03-20,18,Cashier,Prep,1,2,0,1.1295342070728842
R003,2025-03-20,18,Delivery,Pass,1,2,0,1.2114975492361517
R003,2025-03-20,19,FOH,Grill,4,5,0,1.0947651695612455
R003,2025-03-20,19,Kitchen,Pass,5,4,1,0.0
R003,2025-03-20,19,Cashier,Dining,3,3,0,0.0
R003,2025-03-20,19,Delivery,Pass,2,1,1,0.0
R003,2025-03-20,20,FOH,Grill,6,7,0,0.6865925318545207
R003,2025-03-20,20,Kitchen,Prep,7,7,0,0.0
R003,2025-03-20,20,Cashier,Grill,4,4,0,0.0
R003,2025-03-20,20,Delivery,Grill,3,2,1,0.0
R003,2025-03-20,21,FOH,Prep,6,7,0,1.16937393465714
R003,2025-03-20,21,Kitchen,Grill,7,6,1,0.0
R003,2025-03-20,21,Cashier,Prep,4,3,1,0.0
R003,2025-03-20,21,Delivery,Dining,3,3,0,0.0
R003,2025-03-20,22,FOH,Prep,2,3,0,0.415489886406742
R003,2025-03-20,22,Kitchen,Grill,3,2,1,0.0
R003,2025-03-20,22,Cashier,Grill,1,1,0,0.0
R003,2025-03-20,22,Delivery,Grill,1,1,0,0.0
R003,2025-03-21,8,FOH,Pass,1,1,0,0.0
R003,2025-03-21,8,Kitchen,Grill,1,1,0,0.0
R003,2025-03-21,8,Cashier,Grill,1,1,0,0.0
R003,2025-03-21,8,Delivery,Grill,1,1,0,0.0
R003,2025-03-21,9,FOH,Grill,1,1,0,0.0
R003,2025-03-21,9,Kitchen,Pass,1,1,0,0.0
R003,2025-03-21,9,Cashier,Grill,1,1,0,0.0
R003,2025-03-21,9,Delivery,Prep,1,1,0,0.0
R003,2025-03-21,10,FOH,Prep,2,3,0,0.008414491273032287
R003,2025-03-21,10,Kitchen,Dining,2,1,1,0.0
R003,2025-03-21,10,Cashier,Dining,1,1,0,0.0
R003,2025-03-21,10,Delivery,Prep,1,1,0,0.0
R003,2025-03-21,11,FOH,Prep,5,5,0,0.0
R003,2025-03-21,11,Kitchen,Prep,6,5,1,0.0
R003,2025-03-21,11,Cashier,Pass,3,4,0,0.7445192976497745
R003,2025-03-21,11,Delivery,Grill,2,1,1,0.0
R003,2025-03-21,12,FOH,Pass,4,3,1,0.0
R003,2025-03-21,12,Kitchen,Dining,5,6,0,1.2398550400765973
R003,2025-03-21,12,Cashier,Pass,3,2,1,0.0
R003,2025-03-21,12,Delivery,Pass,2,1,1,0.0
R003,2025-03-21,13,FOH,Pass,5,4,1,0.0
R003,2025-03-21,13,Kitchen,Prep,6,7,0,1.4445781401290396
R003,2025-03-21,13,Cashier,Prep,3,2,1,0.0
R003,2025-03-21,13,Delivery,Grill,3,4,0,1.4754213207550904
R003,2025-03-21,14,FOH,Prep,5,4,1,0.0
R003,2025-03-21,14,Kitchen,Pass,7,6,1,0.0
R003,2025-03-21,14,Cashier,Prep,4,5,0,0.8195570939386461
R003,2025-03-21,14,Delivery,Dining,3,4,0,0.8596915223299886
R003,2025-03-21,15,FOH,Prep,3,2,1,0.0
R003,2025-03-21,15,Kitchen,Pass,4,5,0,1.396120537544396
R003,2025-03-21,15,Cashier,Prep,2,3,0,0.8006428006363673
R003,2025-03-21,15,Delivery,Dining,2,3,0,0.21878381219422138
R003,2025-03-21,16,FOH,Pass,2,3,0,1.1670963470090534
R003,2025-03-21,16,Kitchen,Grill,2,3,0,0.33252217488146124
R003,2025-03-21,16,Cashier,Dining,1,1,0,0.0
R003,2025-03-21,16,Delivery,Dining,1,1,0,0.0
R003,2025-03-21,17,FOH,Dining,2,1,1,0.0
R003,2025-03-21,17,Kitchen,Pass,2,3,0,0.3697801742354828
R003,2025-03-21,17,Cashier,Prep,1,1,0,0.0
R003,2025-03-21,17,Delivery,Dining,1,1,0,0.0
R003,2025-03-21,18,FOH,Grill,2,1,1,0.0
R003,2025-03-21,18,Kitchen,Grill,2,3,0,0.38977291559201865
R003,2025-03-21,18,Cashier,Prep,1,1,0,0.0
R003,2025-03-21,18,Delivery,Dining,1,2,0,0.7002501128856542
R003,2025-03-21,19,FOH,Pass,4,3,1,0.0
R003,2025-03-21,19,Kitchen,Prep,5,4,1,0.0
R003,2025-03-21,19,Cashier,Grill,3,2,1,0.0
R003,2025-03-21,19,Delivery,Prep,2,1,1,0.0
R003,2025-03-21,20,FOH,Grill,4,4,0,0.0
R003,2025-03-21,20,Kitchen,Prep,4,3,1,0.0
R003,2025-03-21,20,Cashier,Grill,2,3,0,0.15224952273975173
R003,2025-03-21,20,Delivery,Prep,2,2,0,0.0
R003,2025-03-21,21,FOH,Grill,4,3,1,0.0
R003,2025-03-21,21,Kitchen,Dining,5,4,1,0.0
R003,2025-03-21,21,Cashier,Dining,3,3,0,0.0
R003,2025-03-21,21,Delivery,Dining,2,3,0,1.4822870513456632
R003,2025-03-21,22,FOH,Dining,2,3,0,0.20064634248183472
R003,2025-03-21,22,Kitchen,Pass,2,3,0,0.5378097625585101
R003,2025-03-21,22,Cashier,Pass,1,1,0,0.0
R003,2025-03-21,22,Delivery,Pass,1,2,0,0.2544811791321391
R003,2025-03-22,8,FOH,Grill,1,1,0,0.0
R003,2025-03-22,8,Kitchen,Prep,1,1,0,0.0
R003,2025-03-22,8,Cashier,Grill,1,1,0,0.0
R003,2025-03-22,8,Delivery,Grill,1,1,0,0.0
R003,2025-03-22,9,FOH,Grill,2,3,0,1.4370646763425219
R003,2025-03-22,9,Kitchen,Grill,2,1,1,0.0
R003,2025-03-22,9,Cashier,Grill,1,1,0,0.0
R003,2025-03-22,9,Delivery,Grill,1,2,0,1.1118234037806192
R003,2025-03-22,10,FOH,Pass,3,2,1,0.0
R003,2025-03-22,10,Kitchen,Dining,3,2,1,0.0
R003,2025-03-22,10,Cashier,Prep,2,1,1,0.0
R003,2025-03-22,10,Delivery,Grill,1,1,0,0.0
R003,2025-03-22,11,FOH,Dining,4,4,0,0.0
R003,2025-03-22,11,Kitchen,Pass,5,5,0,0.0
R003,2025-03-22,11,Cashier,Prep,3,3,0,0.0
R003,2025-03-22,11,Delivery,Pass,2,1,1,0.0
R003,2025-03-22,12,FOH,Dining,7,7,0,0.0
R003,2025-03-22,12,Kitchen,Dining,8,9,0,0.3157782890922459
R003,2025-03-22,12,Cashier,Grill,4,3,1,0.0
R003,2025-03-22,12,Delivery,Prep,4,5,0,1.1153503066656805
R003,2025-03-22,13,FOH,Dining,5,5,0,0.0
R003,2025-03-22,13,Kitchen,Prep,6,5,1,0.0
R003,2025-03-22,13,Cashier,Pass,3,4,0,0.6453930113674153
R003,2025-03-22,13,Delivery,Grill,2,3,0,1.278671217737425
R003,2025-03-22,14,FOH,Pass,8,9,0,0.0949320738756328
R003,2025-03-22,14,Kitchen,Pass,10,10,0,0.0
R003,2025-03-22,14,Cashier,Prep,5,5,0,0.0
R003,2025-03-22,14,Delivery,Dining,4,5,0,1.0205296116916514
R003,2025-03-22,15,FOH,Grill,6,7,0,0.5159436759027745
R003,2025-03-22,15,Kitchen,Grill,7,8,0,0.9491592865427585
R003,2025-03-22,15,Cashier,Pass,4,4,0,0.0
R003,2025-03-22,15,Delivery,Prep,3,2,1,0.0
R003,2025-03-22,16,FOH,Pass,3,3,0,0.0
R003,2025-03-22,16,Kitchen,Dining,4,3,1,0.0
R003,2025-03-22,16,Cashier,Grill,2,1,1,0.0
R003,2025-03-22,16,Delivery,Pass,2,3,0,1.4281080311682186
R003,2025-03-22,17,FOH,Prep,2,2,0,0.0
R003,2025-03-22,17,Kitchen,Grill,3,3,0,0.0
R003,2025-03-22,17,Cashier,Pass,2,2,0,0.0
R003,2025-03-22,17,Delivery,Prep,1,1,0,0.0
R003,2025-03-22,18,FOH,Dining,4,4,0,0.0
R003,2025-03-22,18,Kitchen,Dining,5,6,0,0.9769618552592363
R003,2025-03-22,18,Cashier,Pass,3,4,0,0.12399185917628935
R003,2025-03-22,18,Delivery,Grill,2,1,1,0.0
R003,2025-03-22,19,FOH,Prep,5,4,1,0.0
R003,2025-03-22,19,Kitchen,Grill,6,7,0,1.1354703681792078
R003,2025-03-22,19,Cashier,Prep,3,2,1,0.0
R003,2025-03-22,19,Delivery,Prep,3,3,0,0.0
R003,2025-03-22,20,FOH,Prep,5,5,0,0.0
R003,2025-03-22,20,Kitchen,Pass,7,6,1,0.0
R003,2025-03-22,20,Cashier,Prep,4,4,0,0.0
R003,2025-03-22,20,Delivery,Prep,3,3,0,0.0
R003,2025-03-22,21,FOH,Prep,3,3,0,0.0
R003,2025-03-22,21,Kitchen,Dining,4,5,0,1.0906315427714546
R003,2025-03-22,21,Cashier,Prep,2,2,0,0.0
R003,2025-03-22,21,Delivery,Dining,2,1,1,0.0
R003,2025-03-22,22,FOH,Pass,2,3,0,0.11267687386753655
R003,2025-03-22,22,Kitchen,Dining,3,3,0,0.0
R003,2025-03-22,22,Cashier,Pass,2,1,1,0.0
R003,2025-03-22,22,Delivery,Prep,1,1,0,0.0
R003,2025-03-23,8,FOH,Prep,1,1,0,0.0
R003,2025-03-23,8,Kitchen,Prep,1,1,0,0.0
R003,2025-03-23,8,Cashier,Prep,1,1,0,0.0
R003,2025-03-23,8,Delivery,Dining,1,1,0,0.0
R003,2025-03-23,9,FOH,Dining,2,2,0,0.0
R003,2025-03-23,9,Kitchen,Dining,2,3,0,0.15905129122258932
R003,2025-03-23,9,Cashier,Dining,1,1,0,0.0
R003,2025-03-23,9,Delivery,Prep,1,1,0,0.0
R003,2025-03-23,10,FOH,Prep,4,4,0,0.0
R003,2025-03-23,10,Kitchen,Prep,5,6,0,1.4778428384552582
R003,2025-03-23,10,Cashier,Dining,3,2,1,0.0
R003,2025-03-23,10,Delivery,Dining,2,1,1,0.0
R003,2025-03-23,11,FOH,Dining,5,4,1,0.0
R003,2025-03-23,11,Kitchen,Pass,6,6,0,0.0
R003,2025-03-23,11,Cashier,Pass,3,2,1,0.0
R003,2025-03-23,11,Delivery,Pass,3,4,0,0.8054359002911449
R003,2025-03-23,12,FOH,Pass,7,6,1,0.0
R003,2025-03-23,12,Kitchen,Dining,8,7,1,0.0
R003,2025-03-23,12,Cashier,Dining,4,4,0,0.0
R003,2025-03-23,12,Delivery,Dining,3,2,1,0.0
R003,2025-03-23,13,FOH,Pass,10,9,1,0.0
R003,2025-03-23,13,Kitchen,Pass,12,12,0,0.0
R003,2025-03-23,13,Cashier,Dining,6,6,0,0.0
R003,2025-03-23,13,Delivery,Dining,5,4,1,0.0
R003,2025-03-23,14,FOH,Dining,7,8,0,0.8668316494734075
R003,2025-03-23,14,Kitchen,Grill,8,9,0,0.1755105989511524
R003,2025-03-23,14,Cashier,Prep,4,5,0,0.7541769038437284
R003,2025-03-23,14,Delivery,Grill,4,3,1,0.0
R003,2025-03-23,15,FOH,Pass,5,5,0,0.0
R003,2025-03-23,15,Kitchen,Dining,6,7,0,1.148565491473539
R003,2025-03-23,15,Cashier,Grill,3,3,0,0.0
R003,2025-03-23,15,Delivery,Dining,3,4,0,0.527369147608891
R003,2025-03-23,16,FOH,Prep,3,3,0,0.0
R003,2025-03-23,16,Kitchen,Grill,4,3,1,0.0
R003,2025-03-23,16,Cashier,Grill,2,2,0,0.0
R003,2025-03-23,16,Delivery,Prep,2,2,0,0.0
R003,2025-03-23,17,FOH,Dining,3,4,0,0.8421858797131798
R003,2025-03-23,17,Kitchen,Dining,4,4,0,0.0
R003,2025-03-23,17,Cashier,Pass,2,3,0,0.7732775606683491
R003,2025-03-23,17,Delivery,Grill,2,1,1,0.0
R003,2025-03-23,18,FOH,Pass,3,4,0,0.25740916219484145
R003,2025-03-23,18,Kitchen,Prep,4,5,0,0.47779348104600056
R003,2025-03-23,18,Cashier,Prep,2,2,0,0.0
R003,2025-03-23,18,Delivery,Grill,2,1,1,0.0
R003,2025-03-23,19,FOH,Grill,6,6,0,0.0
R003,2025-03-23,19,Kitchen,Pass,7,8,0,0.7779711508131711
R003,2025-03-23,19,Cashier,Grill,4,5,0,0.17894886220936673
R003,2025-03-23,19,Delivery,Dining,3,4,0,1.0712489518021067
R003,2025-03-23,20,FOH,Dining,6,7,0,0.34793590295597987
R003,2025-03-23,20,Kitchen,Dining,7,7,0,0.0
R003,2025-03-23,20,Cashier,Prep,4,4,0,0.0
R003,2025-03-23,20,Delivery,Dining,3,2,1,0.0
R003,2025-03-23,21,FOH,Pass,7,6,1,0.0
R003,2025-03-23,21,Kitchen,Pass,8,9,0,0.4305419965059379
R003,2025-03-23,21,Cashier,Prep,4,5,0,0.04963603543598538
R003,2025-03-23,21,Delivery,Dining,3,3,0,0.0
R003,2025-03-23,22,FOH,Grill,4,3,1,0.0
R003,2025-03-23,22,Kitchen,Grill,4,5,0,1.0467829547662872
R003,2025-03-23,22,Cashier,Grill,2,2,0,0.0
R003,2025-03-23,22,Delivery,Pass,2,3,0,1.3150018557002912
R003,2025-03-24,8,FOH,Dining,1,1,0,0.0
R003,2025-03-24,8,Kitchen,Pass,1,2,0,0.13891987725957566
R003,2025-03-24,8,Cashier,Pass,1,2,0,0.6097455112743484
R003,2025-03-24,8,Delivery,Pass,1,1,0,0.0
R003,2025-03-24,9,FOH,Pass,1,2,0,1.0882677678302146
R003,2025-03-24,9,Kitchen,Grill,2,2,0,0.0
R003,2025-03-24,9,Cashier,Dining,1,1,0,0.0
R003,2025-03-24,9,Delivery,Dining,1,1,0,0.0
R003,2025-03-24,10,FOH,Dining,3,3,0,0.0
R003,2025-03-24,10,Kitchen,Pass,4,3,1,0.0
R003,2025-03-24,10,Cashier,Grill,2,1,1,0.0
R003,2025-03-24,10,Delivery,Grill,2,3,0,0.5347234196781756
R003,2025-03-24,11,FOH,Dining,4,4,0,0.0
R003,2025-03-24,11,Kitchen,Dining,5,5,0,0.0
R003,2025-03-24,11,Cashier,Prep,3,2,1,0.0
R003,2025-03-24,11,Delivery,Grill,2,3,0,0.40383793493681946
R003,2025-03-24,12,FOH,Dining,7,7,0,0.0
R003,2025-03-24,12,Kitchen,Pass,8,7,1,0.0
R003,2025-03-24,12,Cashier,Grill,4,4,0,0.0
R003,2025-03-24,12,Delivery,Dining,4,5,0,0.871860897678119
R003,2025-03-24,13,FOH,Pass,8,8,0,0.0
R003,2025-03-24,13,Kitchen,Grill,9,10,0,0.40373778258005477
R003,2025-03-24,13,Cashier,Pass,5,6,0,0.9342634813570044
R003,2025-03-24,13,Delivery,Dining,4,4,0,0.0
R003,2025-03-24,14,FOH,Dining,7,6,1,0.0
R003,2025-03-24,14,Kitchen,Grill,9,10,0,0.5580331332017301
R003,2025-03-24,14,Cashier,Prep,5,4,1,0.0
R003,2025-03-24,14,Delivery,Pass,4,5,0,0.5039271015367097
R003,2025-03-24,15,FOH,Pass,5,6,0,0.6447332646526864
R003,2025-03-24,15,Kitchen,Prep,6,7,0,0.26650192370411896
R003,2025-03-24,15,Cashier,Grill,3,2,1,0.0
R003,2025-03-24,15,Delivery,Prep,3,4,0,0.36951418358579696
R003,2025-03-24,16,FOH,Pass,3,3,0,0.0
R003,2025-03-24,16,Kitchen,Pass,3,3,0,0.0
R003,2025-03-24,16,Cashier,Prep,2,2,0,0.0
R003,2025-03-24,16,Delivery,Pass,1,1,0,0.0
R003,2025-03-24,17,FOH,Pass,3,3,0,0.0
R003,2025-03-24,17,Kitchen,Dining,3,2,1,0.0
R003,2025-03-24,17,Cashier,Prep,2,1,1,0.0
R003,2025-03-24,17,Delivery,Pass,1,2,0,0.4059752447402871
R003,2025-03-24,18,FOH,Dining,3,3,0,0.0
R003,2025-03-24,18,Kitchen,Pass,3,4,0,0.6695515210376859
R003,2025-03-24,18,Cashier,Pass,2,1,1,0.0
R003,2025-03-24,18,Delivery,Dining,1,2,0,0.5350801745883409
R003,2025-03-24,19,FOH,Grill,6,7,0,1.1055337964434528
R003,2025-03-24,19,Kitchen,Dining,8,7,1,0.0
R003,2025-03-24,19,Cashier,Grill,4,4,0,0.0
R003,2025-03-24,19,Delivery,Pass,3,2,1,0.0
R003,2025-03-24,20,FOH,Prep,6,5,1,0.0
R003,2025-03-24,20,Kitchen,Grill,7,8,0,0.7910249863258514
R003,2025-03-24,20,Cashier,Pass,4,3,1,0.0
R003,2025-03-24,20,Delivery,Dining,3,3,0,0.0
R003,2025-03-24,21,FOH,Pass,5,4,1,0.0
R003,2025-03-24,21,Kitchen,Pass,6,7,0,1.4661762173940953
R003,2025-03-24,21,Cashier,Dining,3,3,0,0.0
R003,2025-03-24,21,Delivery,Prep,3,4,0,1.058921353209516
R003,2025-03-24,22,FOH,Prep,3,2,1,0.0
R003,2025-03-24,22,Kitchen,Dining,4,4,0,0.0
R003,2025-03-24,22,Cashier,Dining,2,2,0,0.0
R003,2025-03-24,22,Delivery,Prep,2,3,0,0.02591966019399977
R003,2025-03-25,8,FOH,Prep,1,1,0,0.0
R003,2025-03-25,8,Kitchen,Pass,1,2,0,0.12621229274315748
R003,2025-03-25,8,Cashier,Dining,1,1,0,0.0
R003,2025-03-25,8,Delivery,Grill,1,2,0,0.687548449183961
R003,2025-03-25,9,FOH,Dining,1,1,0,0.0
R003,2025-03-25,9,Kitchen,Dining,1,1,0,0.0
R003,2025-03-25,9,Cashier,Grill,1,1,0,0.0
