restaurant_id,date,predicted_covers,actual_covers,correction_reason,model_version
R010,2025-02-11,13,16,Staffing issue,v2
R010,2025-02-13,21,22,Staffing issue,v1
R010,2025-02-14,21,15,Promotion misread,v2
R010,2025-02-15,25,31,Rain,v3
R010,2025-02-16,24,25,Normal noise,v1
R010,2025-02-17,13,15,Staffing issue,v2
R010,2025-02-18,17,11,Normal noise,v3
R010,2025-02-19,20,17,Rain,v1
R010,2025-02-20,19,25,Promotion misread,v1
R010,2025-02-21,13,11,Local event,v3
R010,2025-02-22,18,17,Local event,v1
R010,2025-02-23,17,20,Supplier delay,v1
R010,2025-02-24,19,19,Local event,v2
R010,2025-02-25,20,19,Staffing issue,v3
R010,2025-02-26,17,13,Local event,v2
R010,2025-02-27,21,20,Staffing issue,v2
R010,2025-02-28,13,12,Staffing issue,v3
R010,2025-03-01,16,15,Staffing issue,v3
R010,2025-03-02,25,21,Normal noise,v2
R010,2025-03-04,20,21,Normal noise,v1
R010,2025-03-05,21,27,Normal noise,v1
R010,2025-03-06,18,21,Supplier delay,v1
R010,2025-03-07,19,16,Local event,v3
R010,2025-03-08,25,29,Promotion misread,v1
R010,2025-03-09,21,19,Promotion misread,v3
R010,2025-03-11,13,13,Rain,v1
R010,2025-03-12,12,13,Rain,v2
R010,2025-03-14,20,16,Staffing issue,v2
R010,2025-03-16,16,13,Staffing issue,v2
R010,2025-03-17,16,20,Normal noise,v1
R010,2025-03-18,19,17,Local event,v1
R010,2025-03-25,13,11,Promotion misread,v2
R010,2025-03-27,21,19,Rain,v1
R010,2025-03-28,18,19,Normal noise,v3
R010,2025-03-29,19,19,Rain,v2
R010,2025-03-30,21,23,Promotion misread,v2
R010,2025-03-31,16,18,Local event,v2
